央视频道,#genre#
吉林生活频道,http://110.42.52.180:6688/live/zb.php?token=ZY-9a95io9piNNaUSLv%2BvXB/slvjHIJ2O2vOfSbcOYAVr6iyUeK35O2zdkeLdyhZzhb7FT2fBt2%2BQ&zy.m3u8
吉林影视频道,http://110.42.52.180:6688/live/zb.php?token=ZY-026c8STjynW8CxqaLn8OZ7ZvNUCa7QyLkOZyjkf25Tcwx0aOW52iiuu5dDnbGKKOmfgJ5RGC%2BA&zy.m3u8
吉林乡村频道,http://110.42.52.180:6688/live/zb.php?token=ZY-bd30nEUZ6%2BmgqoJ3dHDNhGoZbJf%2BdoSJBlukxYZiYePhJ5W1ijAlg6KkL5phAAjS3Z5wBNisMQ&zy.m3u8
吉林综艺文化频道,http://110.42.52.180:6688/live/zb.php?token=ZY-a216%2BuN953U/CpdI4Dyl8ys5gBcDPd6%2BWwJNzBeObs4DW/WnG5F11C3keZFpgygILj%2BDNxm2rWks&zy.m3u8
松原新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-8370w1GvPgN3nIARw0kryEtBZ2LSgGKnIau6800jN5vtphqcjSvlR7Z7n8XWoIbMUB9T5Es&zy.m3u8
长春综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-43b0w0GNFBl%2BnIrJRqxwizYiB80EXj582rKqX54X32tV4Qz%2BLRa9SuoFR9o3plWWGhb4n21k0g&zy.m3u8
吉林新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-4e70jZ%2B3E8tdYrUxDP0hDqu6X64y9YXN3Q1fe1usJ7U0bwKJ0IjGLwdkvWjeR36fCiCdE%2BcKam1h&zy.m3u8
四平新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-2affczUcKP4mWFjAFfE69PDnI2hyvZUF/1RAMGRG8l6L8%2BtIZR8czIgXGWsjOVmF4p5IbxZVBCHD&zy.m3u8
辽源新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-bb76kVv1TrE/SRdDgCUk6Ti%2B1VOnNuVyfIIEdOS22of4vimfLiEeuV9E4WR4ifK9nc/amdEpX4Q3&zy.m3u8
白城新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-74d7EqMnOR9GM4qhsULyoI/c5iF6sMhS5WMbH5giCHX74kJc4d1ZZEVdeGqjp3%2BSxmgEOn/uDpi5&zy.m3u8
通化新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-bf0bA2z9TpDilSsa0QvQfTQxXnWkXrPoWtbb5Vm%2Bn/daVOTt4SJFJi8sALKhPkoYxzVT/zHu7sw3&zy.m3u8
白山新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-ebd2dct1YZTHN5UywWJpI6bADCDn%2BrJZoGedo%2B9S2gf8vEor%2BCk4MMm51FDh18kN7EeTbPXZfi7Q&zy.m3u8

黑龙江文体频道,http://110.42.52.180:6688/live/zb.php?token=ZY-148bvWxt4SgS6YdwZR5YHdeS07%2BuWpk5kQ5AYzc%2BoqasK8%2ByXh6i/B/dIbs8hq8Sv6XaXACvDkg&zy.m3u8
黑龙江影视频道,http://110.42.52.180:6688/live/zb.php?token=ZY-17c9RXHRD6RaWW1gCW/VPiKfNrj5yjkMoDrZhr0o7YmUT/bm4zYjUFZfUyXamW0PSePo25MeQrI&zy.m3u8
黑龙江新闻法治频道,http://110.42.52.180:6688/live/zb.php?token=ZY-3a16vcZGQG%2BpEznSCmHBm6Mu63wYPwpAPdBR0ZWK7twcZadGIZ7Bi%2BryacuZCC3yQZJT8cm2tTX1Tg&zy.m3u8
黑龙江都市频道,http://110.42.52.180:6688/live/zb.php?token=ZY-03f8mGo//rD0U03qtq112DzS9vy674ARswHkFBcgulJWn41Uv4RT72z3YjnOT0SfhOijE4qVNM4&zy.m3u8
黑龙江农业・科教频道,http://110.42.52.180:6688/live/zb.php?token=ZY-490c1Uz2ZKz6QwFtVikV39vRoFS/mrwZzD3XHwDsH19o/bWEDBz/bpO6Rol4VUqWb5yhNIw8fqqzZw&zy.m3u8
齐齐哈尔新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-0d77snJ08ppowscNVhBVDuCARV6JWpBQJsUxVSXhcveSN7zdpXR2Dbp6KOJ8OS%2BcrImN/g8JFLGyJAY&zy.m3u8
鹤岗新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-0877ZR4Lf8s/sbcG0R2vmxa/9Pj9n/kzZRjL5DY%2BL5j0kBEyJYpG%2B4b6kTtK1Q2vIQ0/iRRHWFS1&zy.m3u8
黑河新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-b847t2YrcbRsP6NmZd7YTKSkavsGRb%2B%2BZebQCG4IRwaWa/R4oR2L3jzb39xvGrQawRpJj3a/N8Qe&zy.m3u8
大兴安岭新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-8407M3e%2BmUwmxb%2BvCrWvQ3oRYnd/QSRAHmdRR1F61qgISuEac62AAVeFY7w7Fb5QlxqGdjc6hbDxKYc&zy.m3u8

山东新闻频道,http://110.42.52.180:6688/live/zb.php?token=ZY-6aa69tepLWefsuLx2TEYgpVo7lOr/Q%2BSVgd5HDcu%2B8TI9LSu%2BHeadLG4c4CF00BFkE2nTJSEHw&zy.m3u8
山东齐鲁频道,http://110.42.52.180:6688/live/zb.php?token=ZY-fc9a6RzI54H9F1735srzHAJwnimP9WvvZViVurmaNyBCktjINK%2BlSwzxd%2BKsFF1l9PgIom1MCA&zy.m3u8
山东体育休闲频道,http://110.42.52.180:6688/live/zb.php?token=ZY-0a6cP5KyKvlMZ6XtJl6CoQJMPwED56uy0DthPmM171eowJRzMHcXTa4QA0eWa/aVuc7L9hAMrg&zy.m3u8
山东生活频道,http://110.42.52.180:6688/live/zb.php?token=ZY-65dceXIznaNrSWEf/CaGBi8LXI7PV%2Bb4BATmh/FE5gd/nwwPqmerIfQ1lsTsTc3XdJNOlmkSjg&zy.m3u8
山东综艺频道,http://110.42.52.180:6688/live/zb.php?token=ZY-0ebaTYiOmy4PeLp0N35/5wcmi0sIL/NAOnDNo8UroTxLhB8fo%2Befqi6C1S%2BdXxNe753tpUj/gA&zy.m3u8
山东文旅频道,http://110.42.52.180:6688/live/zb.php?token=ZY-9b14fzxP5i8RgMBtMYbqU9bQ3BhGR7wjlv5zcCMGw7fvD%2BvMLsx83qEnL5HG62P5jTl2vFn99w&zy.m3u8
山东农科频道,http://110.42.52.180:6688/live/zb.php?token=ZY-74359/6OL62fpAjr6KQXK6Hel1284s/fHxDhvWYPaZjmeAgW4cBPdCx2GeKxTAJeqeMQKFWNbA&zy.m3u8
山东少儿频道,http://110.42.52.180:6688/live/zb.php?token=ZY-bd18UWarM7p%2BPNkFz87thu4w8xKP%2Bf9yW7As/B1u6hkhJzxW3uI9fcAEvF4RxxIt0tAyj/H/FQ&zy.m3u8
济南电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-579dq3C15eFY919UZls8pa3/KBH6HaXzoj9bRtrDQfXPreOYUo2GLbojidfkpS8sO3nSL6ZA&zy.m3u8
淄博电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-5214c3iMwIBJahRywyYvSI/gCUAipPMI3NmDUk94TgWUMynFV4H/vfUVxTknqb9nyIvhAOaQ&zy.m3u8
枣庄电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-f600Z/ggnbEPOUdkGZwVk8WodWQDUKD7jWmOy6kuJvUVl8QJqAQONhQ5rIYmhTHCt90wdELv&zy.m3u8
东营电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-1e41XCuQUfZRwFiURWg52PDdW9s%2BWUJ9K2zyHlky51F0i3G0/vJgxfd5ldQZrkwAVVYL6xnx&zy.m3u8
烟台电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-dc06A/7xW5UCtaGSSkk925aN2WL9HNZPkbvnDSQg5t75fXw0v/Jiv%2BVb3dYY35bmzs6tbgcf&zy.m3u8
潍坊电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-82e7CvTK1n2HC1eWxmBave0zE2fc47McRaCSMkkC/wNea1LuPpkHAdIyv/mlwVC9Y1jEotee&zy.m3u8
泰安电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-a54c%2BjT65IB61FiTY7UgSv0vYMjDRAP6weZEzNShWasUwmsm7UwTVgykwtfuGjpeUWJnUBGC&zy.m3u8
威海电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-ff03A2ctO%2BWlbn/jKI29wX9q/vrhmPWQhUq2dHsvfEBLIiT06fF3U/1h3pDK1hmd%2BTkHWzDC&zy.m3u8
日照电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-d8dfY8%2BuU3dvQjskC6LM1x2VDsR/inif5d161M1a9FtBYWFHZmgRqfvGIjGJqqkKkBIOrUaW&zy.m3u8
临沂电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-1ba3b/TmCxPwcnp1F3nQgfp3fMFt%2BwAz5lqGArIlwV8MouO282lgYXDluyWAk%2BffZ8Cwy%2Bs0&zy.m3u8
德州电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-3417yNpwa3SUtve93Ag%2BUilw8wlT%2BRU6IsbTGRzNO1MODgAXS%2BLHJxS170YxILAaiUSp%2BIt7&zy.m3u8
聊城电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-84a2XDduPW/MU3IX%2BRK9paA%2BptPIoeGLgvftnWvH2Z4P2b6XuzHxb16HC/1W9r9IeYZq1frl&zy.m3u8
滨州电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-5d0dI8g40XdEx1AwzFEt99C1dsd%2BQyXjjQMAbQRlBfNNvxPxmSXQ87WCtSp4f%2BCOq7x10VPy&zy.m3u8
菏泽电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-6cdeGWwVeX16wQ4e1EbWA0Qk3kW5LRVWAoX%2BELnt/xMO8XDX4ZPJqFeDysRTmCopMzeOgLwe&zy.m3u8
济南都市,http://110.42.52.180:6688/live/zb.php?token=ZY-079cepRTk2a4ueQhA0Rw%2B0ZCpQ8wYsmBj1IQhoOaQ2zt7eSsR2E1kzv5dqNQg9tUawyOlTiccw&zy.m3u8
济南文旅体育,http://110.42.52.180:6688/live/zb.php?token=ZY-9ceb8k40Xcx%2BKnNqvKHgmjNjwRqgVgL6jqsSrvAwEgfUPcNke8BM3w5V%2BYd1x9deHZWUvX8myw&zy.m3u8
济南生活,http://110.42.52.180:6688/live/zb.php?token=ZY-dc28Y/b/j1KQE8DCZA2GZO26ERXHWfon6oeLMdgs7%2B7rHH7i99WiRvHNuBN9AdnpCEbX1NrZbw&zy.m3u8
济南少儿,http://110.42.52.180:6688/live/zb.php?token=ZY-ed8eXp7GAKYwK5WdbtsvWZLYXYr3VEDN1ciZrdJC0mrsqIlpsiUESNyqJc4nk8TlM3aAp/ovSQ&zy.m3u8
济南鲁中,http://110.42.52.180:6688/live/zb.php?token=ZY-93ddjsi72bstnsyorxK3nUI6qKH8bok/cd%2B6jdg%2B3N6LTJEurgNozoqEIAaf4iPuPPZtXgoJ9g&zy.m3u8


江苏综艺频道,http://110.42.52.180:6688/live/zb.php?token=ZY-f41e4rxSFo/YOEhPNMbE8kdr/7ebUei2TeFKAnoSUUqeUZjZK7frtF8xn1WK3UZt2XZuoRU&zy.m3u8
江苏城市频道,http://110.42.52.180:6688/live/zb.php?token=ZY-c72cmkBwNRJLaZTgPOPVbIpiW0VcuUK8iyYyQQN6Rw11pcUPx4n2TAPCchY4rH67MUlLX1U&zy.m3u8
江苏国际,http://110.42.52.180:6688/live/zb.php?token=ZY-bf1dCqz7d1XS4K%2BhIsWYZtt9DCP8O/6FZXaKRQyai1O6cJx0IZhctQmlyNvmflAFAI6/2sg&zy.m3u8
江苏影视频道,http://110.42.52.180:6688/live/zb.php?token=ZY-41dc0D2j1MrgUzXQAD7M7HMokvX3gpjkzBippKiQ%2BvmPRfLzEI2Owdu/lsc567AV2eHnFT8&zy.m3u8
江苏公共新闻频道,http://110.42.52.180:6688/live/zb.php?token=ZY-2d55g//nf8jlONqHhFJa%2B0u%2B2z53zueXMEcGkJ6tN/krlJ3tKmPOidkLjhRphVqK6cYLP2o&zy.m3u8
江苏财富天下,http://110.42.52.180:6688/live/zb.php?token=ZY-6aa7Y%2Bpk4FofT56NZfdeivQk6ZGq1pTHt2zn86bwNyenYV5ZV6ebx55gkqQ0q4FGWHi7KZ8&zy.m3u8
江苏体育休闲频道,http://110.42.52.180:6688/live/zb.php?token=ZY-b437O4ih2RcN9srwrYVwtPdfRXn5GamzSYsr/ysQlRLEx16kvMUYgCznIA1e74mqVI8F2MY&zy.m3u8
无锡新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-1db50n7y9%2B6aMpWE7QcG/%2BexRbVVi6UoiKL6vpodLkMeGN/SZKBeVC%2B%2BAIJJyNSjUwRvE5FKZQ&zy.m3u8
无锡娱乐,http://110.42.52.180:6688/live/zb.php?token=ZY-107aUJnJ3y8ED1SE2VKt2w2m4z/4bnRgZBNKkxai%2BYs1DZ64XFw5NBJDfFoUTxKNCrj%2BWN0&zy.m3u8
无锡都市资讯,http://110.42.52.180:6688/live/zb.php?token=ZY-1f9abOfrkiD4fRrR9hgGU%2BzfJSLe5Bipd3XrPP764q9%2BZVe8IUxsHUJjF7bVdIGHERN6NnAfVw&zy.m3u8
无锡生活,http://110.42.52.180:6688/live/zb.php?token=ZY-f1dfM7Xk3LVvlu403I1vrN508qtCsWi9Yrw3GfWEb5ieXE/xhU%2BFPnl3K1yW5qjdtXUc8Nk&zy.m3u8
无锡经济,http://110.42.52.180:6688/live/zb.php?token=ZY-2562WUGPdqTu46Y2LoaYpGWuBLRiyBFWX/7yZ59X1Vi/peN301GtXkYE6bOWCyJzehWTBME&zy.m3u8
盐城新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-9603k4v%2B/gEGZYjzQZPsgGC5iUtRRaJeGBI5swC%2BIK/vO9OGDxiJwoowb7%2B2JaBVzRUXBh6J3w&zy.m3u8
淮安新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-fba3AcN9v6PaMzTL7iUVUjD8MXL6yIV/bT8aabpnY0uZj8Y9uFIqeFGEAcB5hPtFralc89QVPQ&zy.m3u8
泰州新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-b061II5eSYD9k8yvRubkil30clQ6wr2DLp3tuqni1VCcWGQuBCAa7aMzhgrwOP8EcheJXuzn3w&zy.m3u8
连云港新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-62d4X07SI3LlG26IvtJY9zZEhGPcFlZycNu2eBN/qatEQqeOEwc0hk97DVacU9PGi4atl%2Bamf5w&zy.m3u8
宿迁新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-57bfsyDHbMbLptsm4UG8I0oM2fiaDxWl2oaD5bSGls5oQ0zkjHX0Dym71kRs3fKQ4e7op5v62Q&zy.m3u8
徐州新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-545cMoSfYSy%2B%2BfeZoRYPvaYbFADjbvesScsm4H1Z6hWqKRYdPuc78DbLCexly42wZ9fEhuVB%2BQ&zy.m3u8
江阴新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-f509aUEXiHh%2BCrMAEhviS/WYwRUCcHL/KQRuvJ/YhRaSQWndUFH%2Bh5uvELRd3zur6bOUbY/8GA&zy.m3u8
南通新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-0f3dNJ%2BZD2n7ckmG8hdHfoHtYskkpLyH0WFUwHUnifp2nyJLvHrZ%2BxuFqcQmWtKZZytkHAQHZQ&zy.m3u8
宜兴新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-ae0a6EMwKnERXwdSoX3o7pT%2BAyJcnfwcRj2v4Pl8kiHeGGH8YzW5RDZSwqlEvExo9lKURmvWSw&zy.m3u8
溧水新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-cd3485v2Syd4/a5fFzt9LysN6uVAzxoXXkwdTzOURbnFkHWi7gevCWNRrXmRNQWZ4/hMnBjxRA&zy.m3u8
南京新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-afd0A8zWxun/6J85SOGqmVBpdiu5fybvXkeorQ0qvgeqxrlKYEmW1OjPjL5dP81mlXAgTfIyNni6&zy.m3u8
南京教科频道,http://110.42.52.180:6688/live/zb.php?token=ZY-56c3B/Q5Zc/6ZmnBGwVUcIFlRapPutE%2BgrVf7T0e/7IGBtOSM9khlQQ8ptFvUUhvWsB8Cm9Rvg&zy.m3u8
南京十八频道,http://110.42.52.180:6688/live/zb.php?token=ZY-040fUFGqTh14ss9EbLvPT0%2B1YNg2Le0A6I5PVT01%2B8sbO5Q7SwpWN8oao9X9vjczxDuRngmS1A&zy.m3u8


成都新闻频道,http://110.42.52.180:6688/live/zb.php?token=ZY-07ddNpluVWDypgEVQIU81%2BppMKi%2Bzg%2BNtrlK%2B7i2zV/qdReI0uOsl0CT9DngvvPUqnquop2j&zy.m3u8
成都经济频道,http://110.42.52.180:6688/live/zb.php?token=ZY-6ad3QU2mIMY06lBMb4uANLytNkjb0Y8X64JXtkNW8R71kI8WM3pQ0StTjGItYyRW8jaqWvIk&zy.m3u8
成都生活频道,http://110.42.52.180:6688/live/zb.php?token=ZY-d4235jWWgP3MSKxT8m0pUAb3bLl7XXy9cABnneIRlX1WtLKRd2bAq6Xyjhawk6NOwEt5GOdl&zy.m3u8
成都影视频道,http://110.42.52.180:6688/live/zb.php?token=ZY-6cc7WwIPtu8SOvP2dGLbcXRm2VIUp19Db46RXagXmL1XkQk3%2B/drAxH9LBHf99t33kxJYyQM&zy.m3u8
成都公共频道,http://110.42.52.180:6688/live/zb.php?token=ZY-14d9cAMEKHJjDqqj9/2vzVyifud64IKUZOTOTvO5toH3Plj7Ld4UTaY/CdbZR%2BFlxN4/LHDu&zy.m3u8
成都少儿频道,http://110.42.52.180:6688/live/zb.php?token=ZY-aa1dAWm6d8lvHsu6XnHOfJ8de0qQkwc%2B453zMkahIAbl/LOoerAxuzROIFZhMhuLOFDxwJCZ&zy.m3u8
成都蓉城先锋,http://110.42.52.180:6688/live/zb.php?token=ZY-fe2ae7sG/Uo1Si6kzMonTs9n2UNxZHn4N2oMIxqNEun2WoMJi8AFvijl/MCAzemk5YcL48mDIA&zy.m3u8
成华有线电视,http://110.42.52.180:6688/live/zb.php?token=ZY-3c6aXdu2IykS8LdyyYVCpe2IAJutGIYXVAxMca34gE34xc63TdwHl7uurZcdFKKJZFOK6wc&zy.m3u8
大邑电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-0b5aaSHnLuMiVatnD4aOFZYEM6gHr%2BW/G95cesy%2B9TttAIfiKwrZTG9PgSv0rIQy7DNHyRQ&zy.m3u8
高新电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-89c1Z7hM2Ys6OWEPEeTuUc6G1Jr67WhDypnVJD7yDsZmQfktRRiWf6BTlyG6tIvDzsufVDY&zy.m3u8
锦江电视台http://110.42.52.180:6688/live/live.php?token=TOKEN&id=jjtv
金牛电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-92d1CwYXKzfefo%2Bhz5y1qX25zy%2BN7TORpipn%2BFo1ItVN4gpn6wWeBmR7OL1G4zJfAei98Ds&zy.m3u8
金堂电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-27515Jn5p%2BlYp7YkNIjnGhNjTmC1l7nLCETvzOULDrwSmSq4r9kvzd3ibQGAjbFl0n8G1bY&zy.m3u8
简阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-246fpzgPHXEbg2Qb8gPYNYc6U3py%2Bc5LxCHyazdq6fuZLPa4SE3/3haTUu%2ByMs/Aygi5s69sFQ&zy.m3u8
郫都新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-ff4b5nGovZxpIgu%2BPRIYC03zk2Dc4/Mzu3/t/0HDzNb%2BcDoeabPQRnvqHvX7nmmz/2k3fC6cng&zy.m3u8
浦江电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-f84fERoYlJLvax2T3PIuCUEiviXU6P1PD7lc6Y5JExutozErLvhW1pD5i/U3QCRDRQzw6b0&zy.m3u8
彭州电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-b85cgUY38Bb%2Bg89MB0Zqc4wpuImm9rJWn3JBWRbo8PqFHcAjxp1zp113n57eev9SEIgYRrM&zy.m3u8
青白江电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-d8c3Bh4y3fZs1bLiXDUP8Ql4NlsgwNIx8F8b3WAhG1tPNzw62rzC4w2Mkw0yl%2BmEg4m/tPH6&zy.m3u8
邛崃电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-060dX6xZVZ9w3wK7bnCaM7IDBaT5tgF9wDRfyFUJQzMsJmfsofOEug%2BsSSDfPOrcrUaFoQ0&zy.m3u8
青羊电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-25ae4jd7WENzyjO5bMg8UMtc06FdisLEXN6iHW/f0KHBHna7Pxd0CMTQvW2sywF%2B92SmO98&zy.m3u8
双流综合,http://110.42.52.180:6688/live/zb.php?token=ZY-0ff1xW3pbtaw2j%2B72pojFUHXFrzsHXAPpLmVnKusAsjWAfWM49jDV1hXoT1Y6/4CSKQIYoc&zy.m3u8
武侯电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-e4f9yzYf8qIndU6E9JqeW//2LPhUER7T7kUya1YfJeqyHptTxA0KPOKAgciC5B%2BjIEGckrw&zy.m3u8
温江电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-d8a7IrG62LKpGzxi1HMLX1Mmqr8b0jMPEplwJXjwBKoDWDJIXtHCmFCOR3akZP/dtbYy500&zy.m3u8
新都电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-9c815U/0yJAhSyB6sSQdjfu8jCKov2LHsrKvbfOUeKTmmusub/byUISybpnqzgYUHWGA%2Bh4&zy.m3u8
绵阳江油新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-f54cPf5RwzNADjF07AiK2Foe%2BufTLj/LDbeiPbPEBL6DgQJ6x9a/urBnC2jXUs2%2BPNh3Fp1krQ&zy.m3u8
绵阳北川综合,http://110.42.52.180:6688/live/zb.php?token=ZY-c29d7BRQr/teXhKRKu7Zy6nn4zCLL979i90ETKPStApg%2BOErsqtJXcmO0ib1lEXsFraAqwAG4g&zy.m3u8
绵阳盐亭综合,http://110.42.52.180:6688/live/zb.php?token=ZY-85acdLFrpcfpImrxozCDVGV9dDTqgWUYScn5W6hq1dtCHloz8wpzD2lML4fTcl/7eCr0WGzwhw&zy.m3u8
绵阳梓潼综合,http://110.42.52.180:6688/live/zb.php?token=ZY-dd2aFRSkosHQpX8PbimQE0jftjXXZuEpKjJasaG10BviJ/9KN8%2BoR%2BYWzDoG1S5vrCBoZLzdNw&zy.m3u8
阿坝新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-1beabJbfBkygmxqAk8rM%2B%2BcnPLFMjPld6/EazANzBQebl75mTJs3kNNBngFgNGTVuH%2BtrPcB1A&zy.m3u8
阿坝藏语综合,http://110.42.52.180:6688/live/zb.php?token=ZY-68a1f7SES1BVpos1CDyZHv9tkSfns902SKmQcKF8UGQSfN8f%2BnIxbGS6XypiRo/S04LVRNDW/w&zy.m3u8
阿坝若尔盖综合,http://110.42.52.180:6688/live/zb.php?token=ZY-41da9gLRZDolVNrtKVTntUd1G/Sr96R6GBf8iw3HEIuOZgY7XrJF3LA0cOFzHRRQfjBXHksM1R8&zy.m3u8
内江东兴新闻,http://110.42.52.180:6688/live/zb.php?token=ZY-d9bebBTeCynNJLMlmLvboUMix3GgtvX4UsWCqYcUES0H/f3Eo6DMY2NLxq1tMvpx%2B98nBBU6AA&zy.m3u8
内江资中综合,http://110.42.52.180:6688/live/zb.php?token=ZY-437f9xW/FexjFxiqylzkS/etH%2BgrN8e96cv2IxpCWCGCgj6atALfYCpIaMaEQ5jBqlSPVonidg&zy.m3u8
德阳广汉综合,http://110.42.52.180:6688/live/zb.php?token=ZY-b7d7/AJH6zhHEACX1C0n62jJRQpzkW38NnJ8peWttZZe%2Bhq9G3hjxxyNFVS0/4YZAhHB8A%2Bhsw&zy.m3u8
凉山甘洛综合,http://110.42.52.180:6688/live/zb.php?token=ZY-4b63votAN8bc6u6fuSkhdyq/CkPAqvTX9ggRwoQtINsXnRWLnKrBoDp2L5J9yjljEGmJ8oqU/Q&zy.m3u8
凉山冕宁电视,http://110.42.52.180:6688/live/zb.php?token=ZY-8fe1/1f5TJFIEPcnfHJx8BjynZI%2Bbyys%2BYjKCe6Q%2BLG%2B5mcjjLRzNbIBeV/E6ETDl9Fh092W8g&zy.m3u8
广安邻水综合,http://110.42.52.180:6688/live/zb.php?token=ZY-cd411z76V/GSm4GciBwU2nWSmtB/W5Nf6vuNQ3NBTap2kt8FPTBhgTYc89vBjWp95QG0NO2gSQ&zy.m3u8
广安武胜综合,http://110.42.52.180:6688/live/zb.php?token=ZY-06ddwEw1S4ylMKKCzPArgpuIbkCmB70a1m8ZmZQsahrhl3Cgjy1ZurRugnL5o13yDePGYxdK0w&zy.m3u8
眉山丹棱综合,http://110.42.52.180:6688/live/zb.php?token=ZY-053305WovqvrGrZhRxrLclwUg/ss7e%2B3q6Mu77OToW4eGF9Hnf5qAFEY0PU5ZArVZFsA3B16nQ&zy.m3u8
遂宁蓬溪新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-37d5yjUXQMBIoJUbWUYZp7WFlzWtaW06otizk6f1xWqCChoaXi8ppQxdk%2BoeSp8gheHQO1Nlln2v&zy.m3u8
南充综合,http://110.42.52.180:6688/live/zb.php?token=ZY-2b87/1sy9hXazRiRTfu7jQdD5iiWEDTZb5yABBgxnsYJpb32i51MsbjFK2VW6Najdfd%2Booo&zy.m3u8
南充科教生活,http://110.42.52.180:6688/live/zb.php?token=ZY-93c6k5zNkJeL372glgzkLh23adHIGLR2Q1nOGsvPB2/DQT4ntYb0ChCKHuClH8dzl4qzfKQjlQ&zy.m3u8

西藏影视文化,http://110.42.52.180:6688/live/zb.php?token=ZY-00b2dYZYosQY0S13rkrp5oZ5zZuS8tWhzUQLP2D86DsU%2BZis7mJ%2Bo9mh84rXfkVEGV9TPWI&zy.m3u8
察隅电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-beb4UHt4tQ7k3r9Ts7jGLpeg59gcoLI6kmsiDbZIfpKVOC3KXL6qCsK3uHsosyVHD6sH36sEXnE&zy.m3u8
日喀则汉语综合,http://110.42.52.180:6688/live/zb.php?token=ZY-65d62unrJIdq3/9ucapFlRGk7qAzh6GSjsgmJnDwnAcP4vcFPxaVhRKSRfwUuO7%2BLWscsv2gEy8&zy.m3u8
日喀则藏语综合,http://110.42.52.180:6688/live/zb.php?token=ZY-2fd5iLkIzxUCh9QXny%2BFpzJbkCVndBW3%2BrwZjGz8ZvIb51QzwvH2GDrsJQva1f/MzY3GGW5Z4C4&zy.m3u8
拉萨综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-ba89IaWi9XNF28Ybtu/OpwJ%2BJVHxEzG9d1/nyn00k5%2B9tlqzCU%2Buhd2qz892KBOkCB0WLhWaRA&zy.m3u8
拉萨文化旅游,http://110.42.52.180:6688/live/zb.php?token=ZY-375bYj0AdyGg7w4280TqEpA6vHIajHVbS6RQjziFi55L/sLIKcLBr8IfnAzdi2Qb2LHfDi0qtThg&zy.m3u8
拉萨藏语综合频道http://110.42.52.180:6688/live/live.php?token=TOKEN&id=lszyzhpd

